gloss,video_id
bad,04718
bad,04723
ball,69221
ball,04850
ball,04851
ball,04852
ball,04854
ball,04858
ball,65131
ball,04849
ball,04864
bathroom,05299
bathroom,05300
bathroom,05303
bathroom,65148
bathroom,05310
bathroom,05297
bathroom,05298
blanket,06553
blanket,06554
blanket,06555
blanket,06558
blanket,06559
blanket,65204
blanket,65205
blanket,06563
blanket,06551
blanket,06552
buy,69255
buy,08488
buy,65282
buy,08482
buy,08492
buy,08483
buy,08484
buy,08485
buy,08486
call,65290
call,08706
call,08707
call,65556
call,08713
call,08689
call,08690
call,08691
call,08692
call,08694
call,08701
call,08702
coffee,11566
coffee,65375
coffee,11558
coffee,11559
coffee,11560
coffee,11561
coffee,11563
cold,65377
cold,11638
cold,11622
cold,11623
cold,11624
cold,11625
cold,11627
cold,11628
cold,11621
cold,11633
cold,11634
cold,11635
college,65379
college,11708
college,11718
college,11709
college,11710
college,11711
college,11713
copy,13269
copy,13273
copy,13275
copy,65405
copy,13278
copy,13279
copy,13267
copy,13268
cute,14457
cute,14458
cute,14461
cute,14451
cute,14452
cute,14453
cute,14454
daughter,14755
daughter,14756
daughter,14757
daughter,65443
daughter,14760
daughter,14749
daughter,14750
daughter,14751
daughter,14752
daughter,14753
example,20067
example,20068
example,20070
example,20071
example,20072
example,65652
example,65653
example,65654
example,20074
example,20077
example,20066
far,21073
far,21074
far,21075
far,21077
far,21078
far,65682
far,21069
far,21081
far,21070
far,21071
far,21072
first,22086
first,22087
first,22094
first,65729
first,65730
first,65728
first,22085
first,22095
first,22098
friend,23574
friend,65782
friend,23578
friend,23568
friend,23569
friend,23570
friend,23572
good,69347
good,25072
good,25073
good,65835
good,25066
good,25076
good,25067
good,25068
good,25069
good,25070
happy,26530
happy,26531
happy,26532
happy,26524
happy,26537
happy,26525
happy,26526
happy,26527
home,69366
home,27765
home,27775
home,27766
home,27767
home,27768
home,27770
know,31900
know,31901
know,31903
know,66002
know,31909
know,31897
know,31898
know,31899
late,32304
late,32306
late,66013
late,32300
late,32311
late,32312
late,32302
late,32303
leave,32655
leave,32677
leave,66025
leave,32657
leave,32658
leave,32659
leave,32661
leave,32662
leave,32654
leave,32667
leave,32669
list,33475
list,33477
list,33479
list,33480
list,66075
list,33472
list,33486
list,33473
list,33474
lose,34002
lose,34004
lose,34005
lose,34006
lose,34007
lose,34008
lose,34012
lose,34017
lose,34018
name,69405
name,37580
name,37590
name,37581
name,37582
name,37585
old,69419
old,39624
old,39632
old,39635
old,39625
old,39626
old,39627
person,42227
person,42231
person,42232
person,66280
person,42225
person,42239
person,42226
police,43528
police,43529
police,66306
police,43522
police,43535
police,43523
police,43524
police,43525
problem,44684
problem,44686
problem,44687
problem,66335
problem,44680
problem,44691
problem,44681
problem,44682
problem,44683
remember,47178
remember,47183
remember,66387
remember,47187
remember,47175
remember,47176
remember,47177
share,50855
share,50856
share,66461
share,50849
share,50862
share,50850
share,50851
soon,53295
soon,53296
soon,53300
soon,53301
soon,66533
soon,66534
soon,53292
soon,53304
soon,53305
soon,53293
soon,53294
stay,54561
stay,54562
stay,54563
stay,54554
stay,54567
stay,54555
stay,54556
stay,54557
stay,54558
sunday,55773
sunday,55776
sunday,55777
sunday,55782
sunday,55769
sunday,55770
sunday,55771
sunday,55772
test,57530
test,57531
test,57534
test,57535
test,57527
test,57541
test,57528
test,57529
tired,58594
tired,58600
tired,58589
tired,58590
tired,58591
tired,58592
tired,58593
trade,59206
trade,59207
trade,59208
trade,59209
trade,59210
trade,59211
trade,59212
trade,59214
trade,59215
trade,59216
trade,59219
trade,59204
trade,59205
travel,59500
travel,59502
travel,59503
travel,66672
travel,59495
travel,59506
travel,59496
travel,59497
travel,59499
window,66791
window,63417
window,63427
window,63418
window,63419
window,63422
you,69547
you,64385
you,64379
you,64391
you,64380
you,64381
you,64382
you,64383
about,00416
about,00421
about,65002
about,65003
about,00414
about,00426
about,00415
approve,03122
approve,03124
approve,03125
approve,03131
approve,03118
approve,03119
approve,03120
approve,03121
arrive,03441
arrive,65096
arrive,03445
arrive,03435
arrive,03436
arrive,03437
arrive,03438
arrive,03439
balance,04801
balance,04802
balance,04803
balance,65129
balance,04795
balance,04806
balance,04796
balance,04797
balance,04798
balance,04799
banana,04900
banana,04903
banana,65135
banana,65134
banana,04906
banana,04896
banana,04897
banana,04898
banana,04899
beard,05470
beard,05471
beard,05472
beard,05473
beard,65156
beard,05476
beard,05479
beard,05467
beard,05468
because,05598
because,05599
because,05600
because,05601
because,65158
because,65159
because,05605
because,05606
because,05609
because,05596
boy,69245
boy,65245
boy,07452
boy,07462
boy,07453
boy,07454
boy,07455
boy,07458
business,08372
business,08373
business,65275
business,08379
business,08368
business,08369
business,08370
careful,09185
careful,09186
careful,65307
careful,65306
careful,09188
careful,09179
careful,09180
careful,09181
careful,09182
center,09723
center,09725
center,09726
center,65324
center,09732
center,09721
center,09722
chat,10104
chat,10105
chat,10106
chat,10107
chat,10109
chat,10111
chat,65338
chat,10102
chat,10112
children,10464
children,10466
children,10467
children,65352
children,10461
children,10474
children,10462
christmas,10708
christmas,10709
christmas,10711
christmas,65357
christmas,10703
christmas,10715
christmas,10704
christmas,10705
clock,11198
clock,11199
clock,11200
clock,11203
clock,11214
close,11252
close,11254
close,11260
close,11261
close,11262
close,11267
close,11268
close,11253
convince,13135
convince,13136
convince,13137
convince,13138
convince,65400
convince,65401
convince,13143
convince,13144
convince,13148
convince,13134
country,13546
country,13549
country,13550
country,65414
country,13554
country,13555
country,13543
country,13544
country,13545
crash,69284
crash,13799
crash,13804
crash,13805
crash,13806
crash,13812
crash,13813
crash,13800
crash,13803
day,69291
day,14799
day,65444
day,14792
day,14803
day,14793
day,14794
day,14795
day,14796
discuss,16587
discuss,16591
discuss,16592
discuss,16593
discuss,65491
discuss,16598
discuss,16585
discuss,16586
dress,65535
dress,17660
dress,17654
dress,17665
dress,17655
dress,17656
dress,17657
dress,17659
drive,17761
drive,17762
drive,17766
drive,65542
drive,17758
drive,17768
drive,17773
drop,65544
drop,17827
drop,17828
drop,17820
drop,17832
drop,17821
drop,17822
drop,17823
drop,17824
fat,65692
fat,21252
fat,21233
fat,21234
fat,21236
fat,21231
fat,21237
fat,21241
fat,21242
fat,21243
feel,69319
feel,65696
feel,21432
feel,21442
feel,21433
feel,21434
feel,21436
football,69331
football,22818
football,22803
football,22804
football,22805
football,22806
football,22810
football,65755
football,22802
future,23951
future,23952
future,23953
future,65798
future,65797
future,23956
future,23946
future,23947
future,23948
game,24033
game,65800
game,24025
game,24026
game,24027
game,24029
girl,69342
girl,24614
girl,65817
girl,24605
girl,24606
girl,24607
girl,24608
girl,24609
girl,24611
government,25244
government,25245
government,25246
government,25247
government,65840
government,25250
government,25253
government,25241
government,25242
government,25243
hear,26946
hear,26950
hear,26951
hear,26942
hear,26952
hear,26956
hear,26943
hear,26944
hear,26945
here,69365
here,27268
here,65892
here,27263
here,27273
here,27264
here,27265
hope,27922
hope,27923
hope,27925
hope,27926
hope,27929
hope,65905
hope,27920
hope,27934
hope,27921
house,69369
house,28159
house,28169
house,28160
house,28161
house,28162
house,28164
husband,28469
husband,65913
husband,28463
husband,28473
husband,28464
husband,28465
husband,28466
interest,65950
interest,30153
interest,30154
interest,30155
interest,30156
interest,30160
interest,30152
interest,30162
interest,30166
interest,30168
join,31151
join,31152
join,31155
join,31157
join,31158
join,65981
join,31149
join,31165
light,66069
light,33206
light,33229
light,33231
light,33205
light,33214
light,33217
light,33218
live,33545
live,66078
live,66079
live,33538
live,33539
live,33542
make,34581
make,34583
make,34584
make,34575
make,34586
make,34577
make,34578
make,34579
make,34580
mean,35305
mean,35289
mean,35291
mean,35292
mean,35293
mean,35295
mean,35298
mean,35299
more,69401
more,36830
more,36834
more,36836
more,36840
more,36827
more,36828
more,36829
most,66145
most,36922
most,36913
most,36914
most,36915
most,36916
most,36918
music,37370
music,66156
music,37363
music,37373
music,37364
music,37365
music,37367
music,37369
new,69407
new,38130
new,38122
new,38133
new,38123
new,38124
new,38125
new,38126
new,38127
none,69412
none,38594
none,66186
none,38586
none,38587
none,38588
none,38590
office,39460
office,39462
office,39463
office,66224
office,39456
office,39468
office,39457
office,39458
office,39459
order,66248
order,40183
order,40184
order,40171
order,40172
order,40177
order,40178
order,66249
order,40169
order,40179
pants,66261
pants,40991
pants,40992
pants,40985
pants,40996
pants,40986
pants,40987
pants,40988
party,41315
party,41316
party,41317
party,66265
party,41311
party,41321
party,41322
party,41325
party,41312
past,41452
past,41453
past,41454
past,41446
past,41457
past,41447
past,41448
past,41449
past,41450
pencil,41822
pencil,41833
pencil,41823
pencil,41824
pencil,41826
plan,43062
plan,66298
plan,43056
plan,43067
plan,43057
plan,43058
plan,43061
please,69434
please,43226
please,43217
please,43218
please,43219
please,43220
please,43222
practice,44087
practice,44088
practice,66320
practice,44091
practice,44081
practice,44082
practice,44083
practice,44085
practice,44086
president,44373
president,44374
president,66326
president,44367
president,44378
president,44368
president,44369
president,44370
president,44371
restaurant,47661
restaurant,66398
restaurant,47666
restaurant,47656
restaurant,47657
restaurant,47658
restaurant,47659
ride,48050
ride,48051
ride,66405
ride,48042
ride,48054
ride,48055
ride,48043
ride,48044
russia,48901
russia,48902
russia,48903
russia,48904
russia,48907
russia,48908
russia,48913
russia,48899
salt,69451
salt,49134
salt,66422
salt,49129
salt,49140
salt,49130
salt,49131
salt,49132
sandwich,49250
sandwich,49251
sandwich,49252
sandwich,66423
sandwich,66424
sandwich,49255
sandwich,49245
sandwich,49246
sandwich,49247
sandwich,49248
sign,66478
sign,51621
sign,51616
sign,51617
sign,51628
sign,51614
sign,51637
sign,51615
sign,51622
since,69472
since,51781
since,66482
since,66483
since,51773
since,51774
since,51775
since,51778
small,52552
small,52554
small,52555
small,52556
small,52557
small,52560
small,52566
small,52551
some,69484
some,53216
some,53207
some,53208
some,53209
some,53210
some,53212
south,53488
south,53482
south,53493
south,53483
south,53484
south,53485
south,53486
student,69494
student,55343
student,55337
student,55348
student,55338
student,55339
student,55340
student,55341
teach,57058
teach,57068
teach,57059
teach,57060
teach,57061
teach,57063
teach,57064
theory,57785
theory,57788
theory,57789
theory,66603
theory,66604
theory,57791
theory,57794
theory,57782
theory,57783
theory,57784
tomato,58791
tomato,66654
tomato,58784
tomato,58795
tomato,58785
tomato,58786
tomato,58787
tomato,58788
train,59310
train,59314
train,59316
train,66665
train,59307
train,59319
train,59320
train,59308
train,59309
ugly,60352
ugly,60353
ugly,60354
ugly,60357
ugly,60346
ugly,60347
ugly,60348
ugly,60349
ugly,60350
war,62279
war,66746
war,62273
war,62284
war,62274
war,62275
war,62276
where,63087
where,66774
where,63081
where,63091
where,63082
where,63083
where,63084
your,64433
your,64434
your,64427
your,64428
your,64429
your,64430
always,65061
always,02238
always,02228
always,02229
always,02230
always,02231
always,02233
animal,69211
animal,02592
animal,65073
animal,02583
animal,02584
animal,02585
animal,02586
animal,02587
animal,02589
argue,03268
argue,03270
argue,03272
argue,03273
argue,03274
argue,65092
argue,03277
argue,03278
argue,03282
argue,03267
baby,69217
baby,04514
baby,65119
baby,04505
baby,04506
baby,04507
baby,04508
baby,04509
baby,04511
back,69218
back,65120
back,04600
back,04601
back,04592
back,04604
back,04593
bake,04775
bake,65127
bake,65128
bake,04768
bake,04769
bake,04770
bake,04772
bath,65147
bath,05275
bath,05285
bath,05276
bath,05277
bath,05278
bath,05280
behind,05808
behind,65169
behind,05803
behind,05816
behind,05804
bring,69250
bring,07815
bring,65260
bring,07806
bring,07807
bring,07808
bring,07810
bring,07811
catch,69262
catch,09459
catch,09458
catch,65314
catch,09457
catch,09461
catch,09467
catch,09468
catch,09473
cereal,69264
cereal,09777
cereal,09781
cereal,65325
cereal,09786
cereal,09774
cereal,09775
cereal,09776
champion,09920
champion,09921
champion,09922
champion,65330
champion,09924
champion,09926
champion,09915
champion,09916
champion,09917
champion,09918
champion,09919
cheese,10275
cheese,65345
cheese,10266
